Operation;Request time;Response time;#NAME?;the average request time;#VALUE!
ModifyOrder;26/2/2023 23:09:25.050;26.02.23 23:09;;;
GetPaymentList;26.02.23 23:22;26.02.23 23:22;;;
GetTrackingData;26.02.23 23:47;26.02.23 23:47;;;
SendNotification;27.02.23 00:00;27.02.23 00:00;;;
GetItem;27.02.23 00:13;27.02.23 00:13;;;
SetDeliveryAddress;27.02.23 00:26;27.02.23 00:26;;;
GetPaymentMethods;27.02.23 00:39;27.02.23 00:39;;;
Login;27.02.23 00:52;27.02.23 00:52;;;
GetItem;27.02.23 01:05;27.02.23 01:05;;;
GetPaymentList;27.02.23 01:17;27.02.23 01:17;;;
GetOrder;27.02.23 01:30;27.02.23 01:30;;;
GetPaymentMethods;27.02.23 01:43;27.02.23 01:43;;;
SendNotification;27/2/2023 01:56:31.040;27.02.23 01:56;;;
GetOrder;27.02.23 02:09;27.02.23 02:09;;;
SetDeliveryAddress;27.02.23 02:22;27.02.23 02:22;;;
SetPayment;27.02.23 02:35;27.02.23 02:35;;;
GetItemList;27.02.23 02:47;27.02.23 02:47;;;
SendNotification;27.02.23 03:13;27.02.23 03:13;;;
ModifyItem;27.02.23 03:26;27.02.23 03:26;;;
GetTrackingData;27.02.23 03:39;27.02.23 03:39;;;
AddItemToOrder;27.02.23 03:52;27.02.23 03:52;;;
AddItemToOrder;27.02.23 04:05;27.02.23 04:05;;;
GetOrder;27.02.23 04:17;27.02.23 04:17;;;
GetPaymentList;27.02.23 04:30;27.02.23 04:30;;;
GetOrder;27/2/2023 04:43:37.030;27.02.23 04:43;;;
AddItemToOrder;27.02.23 04:56;27.02.23 04:56;;;
Login;27.02.23 05:09;27.02.23 05:09;;;
GetItemList;27.02.23 05:22;27.02.23 05:22;;;
ModifyItem;27.02.23 05:35;27.02.23 05:35;;;
SetPayment;27.02.23 05:47;27.02.23 05:47;;;
ModifyOrder;27.02.23 06:00;27.02.23 06:00;;;
GetItemList;27.02.23 06:13;27.02.23 06:13;;;
SetDeliveryAddress;27.02.23 06:26;27.02.23 06:26;;;
SetDeliveryAddress;27.02.23 06:39;27.02.23 06:39;;;
GetItemList;27.02.23 06:52;27.02.23 06:52;;;
Login;27.02.23 07:05;27.02.23 07:05;;;
ModifyOrder;27.02.23 07:17;27.02.23 07:17;;;
SetDeliveryAddress;27/2/2023 07:30:43.020;27.02.23 07:30;;;
SetDeliveryAddress;27.02.23 07:43;27.02.23 07:43;;;
GetPaymentList;27.02.23 08:22;27.02.23 08:22;;;
GetOrderList;27.02.23 08:34;27.02.23 08:35;;;
GetItem;27.02.23 08:47;27.02.23 08:47;;;
Login;27.02.23 09:00;27.02.23 09:00;;;
GetOrderList;27.02.23 09:13;27.02.23 09:13;;;
ModifyOrder;27/2/2023 09:26:24.090;27.02.23 09:26;;;
ModifyOrder;27.02.23 09:52;27.02.23 09:52;;;
SetPayment;27.02.23 10:04;27.02.23 10:04;;;
SendNotification;27/2/2023 10:17:49.010;27.02.23 10:17;;;
SetDeliveryAddress;27.02.23 10:30;27.02.23 10:30;;;
GetOrder;27.02.23 10:43;27.02.23 10:43;;;
GetOrder;27.02.23 10:56;27.02.23 10:56;;;
GetItemList;27.02.23 11:09;27.02.23 11:09;;;
GetPaymentList;27.02.23 11:22;27.02.23 11:22;;;
GetItem;27.02.23 11:47;27.02.23 11:47;;;
GetOrderList;27.02.23 12:00;27.02.23 12:00;;;
Login;27/2/2023 12:13:30.080;27.02.23 12:13;;;
GetOrder;27.02.23 12:26;27.02.23 12:26;;;
SetPayment;27.02.23 12:39;27.02.23 12:39;;;
SetDeliveryAddress;27.02.23 12:52;27.02.23 12:52;;;
AddItemToOrder;27/2/2023 13:04:55.000;27.02.23 13:04;;;
SendNotification;27.02.23 13:17;27.02.23 13:17;;;
Login;27.02.23 13:30;27.02.23 13:30;;;
GetItem;27.02.23 13:43;27.02.23 13:43;;;
SetDeliveryAddress;27.02.23 14:09;27.02.23 14:09;;;
GetItemList;27.02.23 14:34;27.02.23 14:34;;;
ModifyOrder;27/2/2023 15:00:36.070;27.02.23 15:00;;;
SendNotification;27.02.23 15:13;27.02.23 15:13;;;
ModifyItem;27.02.23 15:26;27.02.23 15:26;;;
GetOrder;27.02.23 15:39;27.02.23 15:39;;;
GetPaymentList;27.02.23 15:52;27.02.23 15:52;;;
GetItem;27.02.23 16:04;27.02.23 16:04;;;
GetTrackingData;27.02.23 16:17;27.02.23 16:17;;;
SetPayment;27.02.23 16:30;27.02.23 16:30;;;
AddItemToOrder;27.02.23 16:43;27.02.23 16:43;;;
SetDeliveryAddress;27.02.23 16:56;27.02.23 16:56;;;
GetPaymentList;27.02.23 17:09;27.02.23 17:09;;;
SendNotification;27.02.23 17:21;27.02.23 17:22;;;
Login;27.02.23 17:34;27.02.23 17:34;;;
GetOrderList;27/2/2023 17:47:42.060;27.02.23 17:47;;;
Login;27.02.23 18:00;27.02.23 18:00;;;
ModifyOrder;27.02.23 18:13;27.02.23 18:13;;;
GetPaymentMethods;27.02.23 18:26;27.02.23 18:26;;;
GetOrderList;27.02.23 18:39;27.02.23 18:39;;;
AddItemToOrder;27.02.23 18:51;27.02.23 18:51;;;
GetTrackingData;27.02.23 19:04;27.02.23 19:04;;;
GetOrderList;27.02.23 19:17;27.02.23 19:17;;;
GetItemList;27.02.23 19:30;27.02.23 19:30;;;
AddItemToOrder;27.02.23 19:43;27.02.23 19:43;;;
GetOrder;27.02.23 19:56;27.02.23 19:56;;;
SetDeliveryAddress;27.02.23 20:09;27.02.23 20:09;;;
SetDeliveryAddress;27.02.23 20:21;27.02.23 20:21;;;
GetItem;27/2/2023 20:34:48.050;27.02.23 20:34;;;
SetPayment;27.02.23 20:47;27.02.23 20:47;;;
GetItem;27.02.23 21:00;27.02.23 21:00;;;
AddItemToOrder;27.02.23 21:13;27.02.23 21:13;;;
ModifyOrder;27.02.23 21:26;27.02.23 21:26;;;
GetOrderList;27.02.23 21:39;27.02.23 21:39;;;
GetPaymentMethods;27.02.23 21:51;27.02.23 21:51;;;
GetOrder;27.02.23 22:04;27.02.23 22:04;;;
GetOrder;27.02.23 22:17;27.02.23 22:17;;;
GetItemList;27.02.23 22:30;27.02.23 22:30;;;
SendNotification;27.02.23 22:43;27.02.23 22:43;;;
GetItemList;27.02.23 22:56;27.02.23 22:56;;;
GetPaymentMethods;27.02.23 23:09;27.02.23 23:09;;;
GetOrderList;27/2/2023 23:21:54.040;27.02.23 23:21;;;
GetTrackingData;27.02.23 23:34;27.02.23 23:34;;;
GetOrderList;27.02.23 23:47;27.02.23 23:47;;;
GetItem;28.02.23 00:00;28.02.23 00:00;;;
GetOrderList;28.02.23 00:13;28.02.23 00:13;;;
SetDeliveryAddress;28.02.23 00:26;28.02.23 00:26;;;
GetItemList;28.02.23 00:39;28.02.23 00:39;;;
Login;28.02.23 01:04;28.02.23 01:04;;;
GetTrackingData;28.02.23 01:17;28.02.23 01:17;;;
SetPayment;28.02.23 01:30;28.02.23 01:30;;;
GetOrder;28.02.23 01:43;28.02.23 01:43;;;
Login;28.02.23 01:56;28.02.23 01:56;;;
GetItem;28.02.23 02:21;28.02.23 02:21;;;
Login;28.02.23 02:34;28.02.23 02:34;;;
GetTrackingData;28.02.23 02:47;28.02.23 02:47;;;
ModifyOrder;28.02.23 03:26;28.02.23 03:26;;;
SetPayment;28.02.23 03:38;28.02.23 03:38;;;
AddItemToOrder;28.02.23 03:51;28.02.23 03:51;;;
GetItem;28.02.23 04:04;28.02.23 04:04;;;
ModifyOrder;28.02.23 04:17;28.02.23 04:17;;;
ModifyOrder;28.02.23 04:30;28.02.23 04:30;;;
SendNotification;28.02.23 04:43;28.02.23 04:43;;;
GetOrder;28/2/2023 04:56:06.020;28.02.23 04:56;;;
ModifyItem;28.02.23 05:08;28.02.23 05:09;;;
GetItemList;28.02.23 05:21;28.02.23 05:21;;;
SetDeliveryAddress;28.02.23 05:34;28.02.23 05:34;;;
GetPaymentMethods;28.02.23 05:47;28.02.23 05:47;;;
GetOrderList;28.02.23 06:00;28.02.23 06:00;;;
SendNotification;28.02.23 06:13;28.02.23 06:13;;;
GetPaymentList;28.02.23 06:26;28.02.23 06:26;;;
SendNotification;28.02.23 06:38;28.02.23 06:38;;;
SetPayment;28/2/2023 06:51:47.090;28.02.23 06:51;;;
GetTrackingData;28.02.23 07:04;28.02.23 07:04;;;
Login;28.02.23 07:17;28.02.23 07:17;;;
GetItem;28.02.23 07:30;28.02.23 07:30;;;
GetPaymentList;28/2/2023 07:43:12.010;28.02.23 07:43;;;
GetItem;28.02.23 07:56;28.02.23 07:56;;;
GetItem;28.02.23 08:08;28.02.23 08:08;;;
GetPaymentMethods;28.02.23 08:21;28.02.23 08:21;;;
GetOrder;28.02.23 08:47;28.02.23 08:47;;;
ModifyOrder;28.02.23 09:00;28.02.23 09:00;;;
GetItemList;28.02.23 09:13;28.02.23 09:13;;;
SetPayment;28.02.23 09:26;28.02.23 09:26;;;
GetOrder;28/2/2023 09:38:53.080;28.02.23 09:38;;;
GetPaymentList;28.02.23 09:51;28.02.23 09:51;;;
ModifyItem;28.02.23 10:04;28.02.23 10:04;;;
GetTrackingData;28.02.23 10:17;28.02.23 10:17;;;
AddItemToOrder;28/2/2023 10:30:18.000;28.02.23 10:30;;;
GetOrder;28.02.23 10:43;28.02.23 10:43;;;
AddItemToOrder;28.02.23 10:56;28.02.23 10:56;;;
Login;28.02.23 11:08;28.02.23 11:08;;;
SetDeliveryAddress;28.02.23 11:21;28.02.23 11:21;;;
GetOrder;28.02.23 11:34;28.02.23 11:34;;;
SetPayment;28.02.23 11:47;28.02.23 11:47;;;
GetOrderList;28.02.23 12:13;28.02.23 12:13;;;
GetOrderList;28/2/2023 12:25:59.070;28.02.23 12:25;;;
Login;28.02.23 12:38;28.02.23 12:38;;;
GetItem;28.02.23 12:51;28.02.23 12:51;;;
GetPaymentList;28.02.23 13:04;28.02.23 13:04;;;
Login;28.02.23 13:30;28.02.23 13:30;;;
ModifyOrder;28.02.23 13:55;28.02.23 13:56;;;
GetPaymentMethods;28.02.23 14:08;28.02.23 14:08;;;
SetPayment;28.02.23 14:21;28.02.23 14:21;;;
AddItemToOrder;28.02.23 14:34;28.02.23 14:34;;;
GetItem;28.02.23 14:47;28.02.23 14:47;;;
ModifyItem;28.02.23 15:00;28.02.23 15:00;;;
GetOrderList;28/2/2023 15:13:05.060;28.02.23 15:13;;;
Login;28.02.23 15:25;28.02.23 15:25;;;
GetOrderList;28.02.23 15:38;28.02.23 15:38;;;
GetOrderList;28.02.23 15:51;28.02.23 15:51;;;
GetItem;28.02.23 16:04;28.02.23 16:04;;;
AddItemToOrder;28.02.23 16:17;28.02.23 16:17;;;
GetPaymentList;28.02.23 16:30;28.02.23 16:30;;;
GetPaymentMethods;28.02.23 17:21;28.02.23 17:21;;;
ModifyItem;28.02.23 17:34;28.02.23 17:34;;;
SetDeliveryAddress;28.02.23 17:47;28.02.23 17:47;;;
Login;28/2/2023 18:00:11.050;28.02.23 18:00;;;
Login;28.02.23 18:13;28.02.23 18:13;;;
SetDeliveryAddress;28.02.23 18:25;28.02.23 18:25;;;
ModifyItem;28.02.23 18:38;28.02.23 18:38;;;
ModifyItem;28.02.23 18:51;28.02.23 18:51;;;
GetTrackingData;28.02.23 19:04;28.02.23 19:04;;;
GetOrderList;28.02.23 19:17;28.02.23 19:17;;;
SetDeliveryAddress;28.02.23 19:30;28.02.23 19:30;;;
AddItemToOrder;28.02.23 19:43;28.02.23 19:43;;;
GetOrderList;28.02.23 19:55;28.02.23 19:55;;;
ModifyOrder;28.02.23 20:08;28.02.23 20:08;;;
SetPayment;28/2/2023 20:47:17.040;28.02.23 20:47;;;
GetTrackingData;28.02.23 21:00;28.02.23 21:00;;;
AddItemToOrder;28.02.23 21:12;28.02.23 21:12;;;
AddItemToOrder;28.02.23 21:25;28.02.23 21:25;;;
GetOrderList;28.02.23 21:38;28.02.23 21:38;;;
GetOrderList;28.02.23 21:51;28.02.23 21:51;;;
SendNotification;28.02.23 22:04;28.02.23 22:04;;;
SetDeliveryAddress;28.02.23 22:30;28.02.23 22:30;;;
GetOrder;28.02.23 22:42;28.02.23 22:42;;;
GetTrackingData;28.02.23 22:55;28.02.23 22:55;;;
GetPaymentMethods;28.02.23 23:08;28.02.23 23:08;;;
GetOrder;28.02.23 23:21;28.02.23 23:21;;;
GetItemList;28/2/2023 23:34:23.030;28.02.23 23:34;;;
AddItemToOrder;28.02.23 23:47;28.02.23 23:47;;;
ModifyItem;01.03.23 00:00;01.03.23 00:00;;;
ModifyItem;01.03.23 00:12;01.03.23 00:13;;;
ModifyItem;01.03.23 00:25;01.03.23 00:25;;;
AddItemToOrder;01.03.23 00:38;01.03.23 00:38;;;
GetItemList;01.03.23 00:51;01.03.23 00:51;;;
ModifyItem;01.03.23 01:04;01.03.23 01:04;;;
GetTrackingData;01.03.23 01:17;01.03.23 01:17;;;
GetPaymentMethods;01.03.23 01:30;01.03.23 01:30;;;
GetTrackingData;01.03.23 01:42;01.03.23 01:42;;;
GetOrderList;01.03.23 01:55;01.03.23 01:55;;;
GetItemList;01.03.23 02:08;01.03.23 02:08;;;
GetPaymentMethods;1/3/2023 02:21:29.020;01.03.23 02:21;;;
SetPayment;01.03.23 02:34;01.03.23 02:34;;;
GetOrderList;01.03.23 02:47;01.03.23 02:47;;;
SetPayment;01.03.23 03:00;01.03.23 03:00;;;
Login;01.03.23 03:12;01.03.23 03:12;;;
GetPaymentList;01.03.23 03:25;01.03.23 03:25;;;
AddItemToOrder;01.03.23 03:38;01.03.23 03:38;;;
ModifyItem;01.03.23 03:51;01.03.23 03:51;;;
GetPaymentMethods;01.03.23 04:04;01.03.23 04:04;;;
GetOrderList;1/3/2023 04:17:10.090;01.03.23 04:17;;;
SendNotification;01.03.23 04:30;01.03.23 04:30;;;
SetDeliveryAddress;01.03.23 04:55;01.03.23 04:55;;;
ModifyOrder;1/3/2023 05:08:35.010;01.03.23 05:08;;;
SetDeliveryAddress;01.03.23 05:21;01.03.23 05:21;;;
ModifyOrder;01.03.23 05:34;01.03.23 05:34;;;
ModifyOrder;01.03.23 05:47;01.03.23 05:47;;;
GetTrackingData;01.03.23 05:59;01.03.23 06:00;;;
GetTrackingData;01.03.23 06:12;01.03.23 06:12;;;
SetDeliveryAddress;01.03.23 06:25;01.03.23 06:25;;;
GetItem;01.03.23 06:38;01.03.23 06:38;;;
ModifyOrder;01.03.23 06:51;01.03.23 06:51;;;
ModifyItem;1/3/2023 07:04:16.080;01.03.23 07:04;;;
ModifyItem;01.03.23 07:29;01.03.23 07:30;;;
GetItemList;01.03.23 07:42;01.03.23 07:42;;;
GetOrderList;1/3/2023 07:55:41.000;01.03.23 07:55;;;
GetItemList;01.03.23 08:08;01.03.23 08:08;;;
GetPaymentList;01.03.23 08:34;01.03.23 08:34;;;
GetOrder;01.03.23 08:47;01.03.23 08:47;;;
GetTrackingData;01.03.23 08:59;01.03.23 08:59;;;
GetItem;01.03.23 09:12;01.03.23 09:12;;;
Login;01.03.23 09:25;01.03.23 09:25;;;
GetOrder;01.03.23 09:38;01.03.23 09:38;;;
GetPaymentMethods;1/3/2023 09:51:22.070;01.03.23 09:51;;;
GetPaymentMethods;01.03.23 10:04;01.03.23 10:04;;;
Login;01.03.23 10:17;01.03.23 10:17;;;
ModifyItem;01.03.23 10:29;01.03.23 10:30;;;
ModifyItem;01.03.23 10:42;01.03.23 10:42;;;
GetTrackingData;01.03.23 10:55;01.03.23 10:55;;;
GetItemList;01.03.23 11:08;01.03.23 11:08;;;
ModifyOrder;01.03.23 11:21;01.03.23 11:21;;;
GetPaymentMethods;01.03.23 11:34;01.03.23 11:34;;;
SetPayment;01.03.23 11:47;01.03.23 11:47;;;
AddItemToOrder;01.03.23 11:59;01.03.23 11:59;;;
Login;01.03.23 12:12;01.03.23 12:12;;;
GetPaymentMethods;01.03.23 12:25;01.03.23 12:25;;;
ModifyItem;1/3/2023 12:38:28.060;01.03.23 12:38;;;
Login;01.03.23 12:51;01.03.23 12:51;;;
GetOrder;01.03.23 13:04;01.03.23 13:04;;;
GetItemList;01.03.23 13:17;01.03.23 13:17;;;
ModifyOrder;01.03.23 13:29;01.03.23 13:29;;;
SetDeliveryAddress;01.03.23 13:42;01.03.23 13:42;;;
GetTrackingData;01.03.23 13:55;01.03.23 13:55;;;
GetItem;01.03.23 14:08;01.03.23 14:08;;;
GetItemList;01.03.23 14:21;01.03.23 14:21;;;
SetDeliveryAddress;01.03.23 14:34;01.03.23 14:34;;;
GetTrackingData;01.03.23 14:47;01.03.23 14:47;;;
GetItem;01.03.23 14:59;01.03.23 14:59;;;
GetOrder;01.03.23 15:12;01.03.23 15:12;;;
SetPayment;1/3/2023 15:25:34.050;01.03.23 15:25;;;
ModifyOrder;01.03.23 15:38;01.03.23 15:38;;;
GetOrder;01.03.23 16:04;01.03.23 16:04;;;
GetItemList;01.03.23 16:16;01.03.23 16:16;;;
GetOrder;01.03.23 16:29;01.03.23 16:29;;;
Login;01.03.23 16:42;01.03.23 16:42;;;
GetPaymentMethods;01.03.23 16:55;01.03.23 16:55;;;
GetItem;01.03.23 17:21;01.03.23 17:21;;;
GetOrder;01.03.23 17:46;01.03.23 17:46;;;
SetDeliveryAddress;01.03.23 17:59;01.03.23 17:59;;;
GetOrder;1/3/2023 18:12:40.040;01.03.23 18:12;;;
GetOrderList;01.03.23 18:25;01.03.23 18:25;;;
GetTrackingData;01.03.23 18:38;01.03.23 18:38;;;
ModifyItem;01.03.23 18:51;01.03.23 18:51;;;
ModifyOrder;01.03.23 19:04;01.03.23 19:04;;;
GetOrderList;01.03.23 19:16;01.03.23 19:16;;;
GetItem;01.03.23 19:29;01.03.23 19:29;;;
SetPayment;01.03.23 19:42;01.03.23 19:42;;;
SendNotification;01.03.23 19:55;01.03.23 19:55;;;
SetPayment;01.03.23 20:08;01.03.23 20:08;;;
GetOrder;01.03.23 20:34;01.03.23 20:34;;;
AddItemToOrder;01.03.23 20:46;01.03.23 20:46;;;
GetPaymentMethods;1/3/2023 20:59:46.030;01.03.23 20:59;;;
GetTrackingData;01.03.23 21:12;01.03.23 21:12;;;
ModifyOrder;01.03.23 21:25;01.03.23 21:25;;;
SetDeliveryAddress;01.03.23 21:38;01.03.23 21:38;;;
GetOrder;01.03.23 21:51;01.03.23 21:51;;;
GetPaymentMethods;01.03.23 22:04;01.03.23 22:04;;;
GetItemList;01.03.23 22:16;01.03.23 22:16;;;
GetPaymentList;01.03.23 22:29;01.03.23 22:29;;;
GetPaymentMethods;01.03.23 22:55;01.03.23 22:55;;;
GetTrackingData;01.03.23 23:08;01.03.23 23:08;;;
Login;01.03.23 23:34;01.03.23 23:34;;;
SetPayment;1/3/2023 23:46:52.020;01.03.23 23:46;;;
GetOrderList;01.03.23 23:59;01.03.23 23:59;;;
GetPaymentMethods;02.03.23 00:12;02.03.23 00:12;;;
ModifyOrder;02.03.23 00:38;02.03.23 00:38;;;
SendNotification;02.03.23 00:51;02.03.23 00:51;;;
GetPaymentMethods;02.03.23 01:03;02.03.23 01:03;;;
GetItem;02.03.23 01:16;02.03.23 01:16;;;
GetItem;2/3/2023 01:42:33.090;02.03.23 01:42;;;
SetDeliveryAddress;02.03.23 01:55;02.03.23 01:55;;;
GetPaymentList;02.03.23 02:08;02.03.23 02:08;;;
GetItem;02.03.23 02:46;02.03.23 02:46;;;
GetTrackingData;02.03.23 02:59;02.03.23 02:59;;;
SetPayment;02.03.23 03:25;02.03.23 03:25;;;
GetOrderList;02.03.23 03:38;02.03.23 03:38;;;
ModifyItem;02.03.23 03:51;02.03.23 03:51;;;
GetTrackingData;02.03.23 04:03;02.03.23 04:03;;;
GetPaymentMethods;02.03.23 04:16;02.03.23 04:16;;;
GetItem;2/3/2023 04:29:39.080;02.03.23 04:29;;;
SetPayment;02.03.23 04:42;02.03.23 04:42;;;
AddItemToOrder;02.03.23 04:55;02.03.23 04:55;;;
SetPayment;02.03.23 05:08;02.03.23 05:08;;;
GetOrder;2/3/2023 05:21:04.000;02.03.23 05:21;;;
SendNotification;02.03.23 05:33;02.03.23 05:33;;;
SetDeliveryAddress;02.03.23 05:46;02.03.23 05:46;;;
SetPayment;02.03.23 05:59;02.03.23 05:59;;;
GetOrderList;02.03.23 06:12;02.03.23 06:12;;;
AddItemToOrder;02.03.23 06:25;02.03.23 06:25;;;
SendNotification;02.03.23 06:38;02.03.23 06:38;;;
GetItem;02.03.23 06:51;02.03.23 06:51;;;
GetPaymentMethods;02.03.23 07:03;02.03.23 07:03;;;
ModifyOrder;02.03.23 07:29;02.03.23 07:29;;;
Login;02.03.23 07:55;02.03.23 07:55;;;
GetItemList;02.03.23 08:08;02.03.23 08:08;;;
SendNotification;02.03.23 08:21;02.03.23 08:21;;;
GetPaymentMethods;02.03.23 08:33;02.03.23 08:33;;;
SetDeliveryAddress;02.03.23 08:46;02.03.23 08:46;;;
GetOrder;02.03.23 08:59;02.03.23 08:59;;;
SendNotification;02.03.23 09:12;02.03.23 09:12;;;
SendNotification;02.03.23 09:25;02.03.23 09:25;;;
SetDeliveryAddress;02.03.23 09:38;02.03.23 09:38;;;
GetOrder;02.03.23 09:50;02.03.23 09:51;;;
SendNotification;2/3/2023 10:03:51.060;02.03.23 10:03;;;
SetPayment;02.03.23 10:29;02.03.23 10:29;;;
GetItem;02.03.23 10:42;02.03.23 10:42;;;
GetOrderList;02.03.23 10:55;02.03.23 10:55;;;
ModifyOrder;02.03.23 11:08;02.03.23 11:08;;;
GetPaymentMethods;02.03.23 11:20;02.03.23 11:20;;;
GetPaymentMethods;02.03.23 11:33;02.03.23 11:33;;;
Login;02.03.23 11:46;02.03.23 11:46;;;
AddItemToOrder;02.03.23 11:59;02.03.23 11:59;;;
AddItemToOrder;02.03.23 12:12;02.03.23 12:12;;;
GetItem;02.03.23 12:38;02.03.23 12:38;;;
ModifyOrder;2/3/2023 12:50:57.050;02.03.23 12:51;;;
GetOrder;02.03.23 13:03;02.03.23 13:03;;;
GetItem;02.03.23 13:16;02.03.23 13:16;;;
Login;02.03.23 13:29;02.03.23 13:29;;;
GetPaymentMethods;02.03.23 13:42;02.03.23 13:42;;;
GetItemList;02.03.23 13:55;02.03.23 13:55;;;
GetPaymentList;02.03.23 14:08;02.03.23 14:08;;;
SendNotification;02.03.23 14:33;02.03.23 14:33;;;
SendNotification;02.03.23 14:46;02.03.23 14:46;;;
GetOrderList;02.03.23 14:59;02.03.23 14:59;;;
SetDeliveryAddress;02.03.23 15:12;02.03.23 15:12;;;
GetItem;02.03.23 15:25;02.03.23 15:25;;;
SetPayment;2/3/2023 15:38:03.040;02.03.23 15:38;;;
GetPaymentList;02.03.23 15:50;02.03.23 15:50;;;
SetDeliveryAddress;02.03.23 16:03;02.03.23 16:03;;;
Login;02.03.23 16:16;02.03.23 16:16;;;
GetItemList;02.03.23 16:29;02.03.23 16:29;;;
GetItemList;02.03.23 16:42;02.03.23 16:42;;;
GetOrder;02.03.23 16:55;02.03.23 16:55;;;
Login;02.03.23 17:08;02.03.23 17:08;;;
GetPaymentList;02.03.23 17:20;02.03.23 17:20;;;
SendNotification;02.03.23 17:33;02.03.23 17:33;;;
GetPaymentList;02.03.23 17:46;02.03.23 17:46;;;
AddItemToOrder;02.03.23 18:12;02.03.23 18:12;;;
SetDeliveryAddress;2/3/2023 18:25:09.030;02.03.23 18:25;;;
AddItemToOrder;02.03.23 18:38;02.03.23 18:38;;;
SetDeliveryAddress;02.03.23 18:50;02.03.23 18:50;;;
SetDeliveryAddress;02.03.23 19:03;02.03.23 19:03;;;
ModifyItem;02.03.23 19:16;02.03.23 19:16;;;
AddItemToOrder;02.03.23 19:29;02.03.23 19:29;;;
GetOrderList;02.03.23 19:42;02.03.23 19:42;;;
GetPaymentList;02.03.23 19:55;02.03.23 19:55;;;
GetItemList;02.03.23 20:07;02.03.23 20:07;;;
SetDeliveryAddress;02.03.23 20:20;02.03.23 20:20;;;
ModifyOrder;02.03.23 20:46;02.03.23 20:46;;;
SendNotification;02.03.23 20:59;02.03.23 20:59;;;
GetOrderList;2/3/2023 21:12:15.020;02.03.23 21:12;;;
GetPaymentMethods;02.03.23 21:37;02.03.23 21:37;;;
ModifyOrder;02.03.23 21:50;02.03.23 21:50;;;
AddItemToOrder;02.03.23 22:03;02.03.23 22:03;;;
SetDeliveryAddress;02.03.23 22:16;02.03.23 22:16;;;
GetOrderList;02.03.23 22:29;02.03.23 22:29;;;
ModifyItem;02.03.23 22:42;02.03.23 22:42;;;
SetPayment;2/3/2023 23:07:56.090;02.03.23 23:07;;;
SendNotification;02.03.23 23:20;02.03.23 23:20;;;
AddItemToOrder;02.03.23 23:33;02.03.23 23:33;;;
ModifyOrder;02.03.23 23:46;02.03.23 23:46;;;
GetOrder;03.03.23 00:12;03.03.23 00:12;;;
ModifyItem;03.03.23 00:25;03.03.23 00:25;;;
GetPaymentMethods;03.03.23 00:50;03.03.23 00:50;;;
GetOrderList;03.03.23 01:03;03.03.23 01:03;;;
ModifyItem;03.03.23 01:16;03.03.23 01:16;;;
GetItemList;03.03.23 01:29;03.03.23 01:29;;;
SetDeliveryAddress;03.03.23 01:42;03.03.23 01:42;;;
ModifyItem;3/3/2023 01:55:02.080;03.03.23 01:55;;;
ModifyOrder;03.03.23 02:07;03.03.23 02:07;;;
SetDeliveryAddress;03.03.23 02:20;03.03.23 02:20;;;
AddItemToOrder;03.03.23 02:33;03.03.23 02:33;;;
ModifyItem;3/3/2023 02:46:27.000;03.03.23 02:46;;;
GetPaymentMethods;03.03.23 02:59;03.03.23 02:59;;;
AddItemToOrder;03.03.23 03:12;03.03.23 03:12;;;
AddItemToOrder;03.03.23 03:25;03.03.23 03:25;;;
GetTrackingData;03.03.23 03:37;03.03.23 03:37;;;
SetDeliveryAddress;03.03.23 03:50;03.03.23 03:50;;;
SetDeliveryAddress;03.03.23 04:03;03.03.23 04:03;;;
GetOrderList;03.03.23 04:16;03.03.23 04:16;;;
SendNotification;03.03.23 04:29;03.03.23 04:29;;;
SetPayment;3/3/2023 04:42:08.070;03.03.23 04:42;;;
ModifyItem;03.03.23 04:54;03.03.23 04:55;;;
GetOrder;03.03.23 05:20;03.03.23 05:20;;;
GetOrderList;03.03.23 05:33;03.03.23 05:33;;;
GetOrderList;03.03.23 05:46;03.03.23 05:46;;;
GetItem;03.03.23 05:59;03.03.23 05:59;;;
GetPaymentMethods;03.03.23 06:12;03.03.23 06:12;;;
GetOrder;03.03.23 06:24;03.03.23 06:24;;;
AddItemToOrder;03.03.23 06:37;03.03.23 06:37;;;
AddItemToOrder;03.03.23 06:50;03.03.23 06:50;;;
SetDeliveryAddress;03.03.23 07:03;03.03.23 07:03;;;
GetTrackingData;03.03.23 07:16;03.03.23 07:16;;;
GetItem;3/3/2023 07:29:14.060;03.03.23 07:29;;;
GetItemList;03.03.23 07:42;03.03.23 07:42;;;
ModifyItem;03.03.23 07:54;03.03.23 07:54;;;
SendNotification;03.03.23 08:07;03.03.23 08:07;;;
GetPaymentList;03.03.23 08:20;03.03.23 08:20;;;
GetOrder;03.03.23 08:33;03.03.23 08:33;;;
ModifyOrder;03.03.23 08:46;03.03.23 08:46;;;
AddItemToOrder;03.03.23 08:59;03.03.23 08:59;;;
SendNotification;03.03.23 09:12;03.03.23 09:12;;;
GetOrderList;03.03.23 09:24;03.03.23 09:24;;;
SetPayment;03.03.23 09:37;03.03.23 09:37;;;
Login;03.03.23 09:50;03.03.23 09:50;;;
AddItemToOrder;03.03.23 10:03;03.03.23 10:03;;;
SetDeliveryAddress;3/3/2023 10:16:20.050;03.03.23 10:16;;;
ModifyOrder;03.03.23 10:29;03.03.23 10:29;;;
GetItemList;03.03.23 10:42;03.03.23 10:42;;;
